Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-1-14,32,22,13,18,13,10,88,58,22,1014,1009,1006,31.0,19.0,10.0,26,16,,0.0,2.0,,197<br />
2014-1-15,26,22,19,18,15,14,88,67,44,1016,1013,1009,31.0,15.0,10.0,29,21,,0.0,4.0,,188<br />
2014-1-16,25,21,17,16,15,14,83,69,44,1019,1017,1015,31.0,27.0,26.0,27,18,,0.0,,,196<br />
2014-1-17,26,22,18,18,16,14,83,67,50,1020,1018,1017,31.0,16.0,10.0,34,24,,0.0,1.0,,186<br />
2014-1-18,26,22,18,15,14,14,78,63,42,1019,1016,1015,19.0,11.0,10.0,42,26,,0.0,1.0,,190<br />
2014-1-19,26,21,17,16,14,13,83,66,47,1018,1016,1014,31.0,14.0,10.0,45,23,,0.0,1.0,,203<br />
2014-1-20,27,22,18,17,15,14,77,64,41,1019,1017,1016,31.0,13.0,10.0,48,32,61.0,0.0,1.0,,188<br />
2014-1-21,31,25,19,18,16,14,78,58,31,1017,1014,1010,10.0,10.0,10.0,35,24,45.0,0.0,1.0,,207<br />
2014-1-22,31,24,18,20,17,14,83,66,35,1010,1008,1007,19.0,11.0,10.0,35,14,,0.0,4.0,,201<br />
2014-1-23,24,21,18,18,17,15,88,73,51,1011,1010,1008,26.0,12.0,8.0,34,18,,0.0,2.0,,314<br />
2014-1-24,25,21,18,17,16,12,94,69,41,1017,1012,1010,26.0,12.0,6.0,32,16,,0.0,4.0,Rain,288<br />
2014-1-25,26,21,16,15,13,12,77,61,37,1017,1016,1015,26.0,11.0,10.0,40,18,,0.0,2.0,,180<br />
2014-1-26,31,24,18,18,15,10,83,62,32,1015,1013,1011,31.0,15.0,10.0,40,19,,0.0,1.0,,200<br />
2014-1-27,28,23,19,20,18,17,88,74,53,1011,1010,1009,31.0,15.0,10.0,40,21,,0.0,4.0,,210<br />
2014-1-28,27,23,18,19,18,17,94,79,60,1012,1010,1008,19.0,12.0,8.0,21,13,,0.76,3.0,Rain,251<br />
2014-1-29,29,23,18,19,18,16,88,70,42,1014,1011,1008,26.0,11.0,9.0,37,14,,0.0,1.0,,196<br />
2014-1-30,31,26,21,19,17,15,73,59,40,1014,1012,1011,31.0,13.0,10.0,37,27,,0.0,1.0,,169<br />
2014-1-31,35,28,20,20,18,15,73,56,28,1012,1008,1004,10.0,10.0,10.0,24,13,,0.0,1.0,,205<br />
2014-2-1,28,23,18,19,17,16,88,68,51,1015,1010,1006,26.0,12.0,10.0,29,19,,0.0,4.0,,290<br />
2014-2-2,25,21,18,16,14,12,83,61,40,1016,1015,1014,31.0,13.0,10.0,47,24,,0.0,2.0,,173<br />
2014-2-3,29,23,18,18,15,13,78,61,38,1013,1010,1007,31.0,18.0,10.0,40,29,,0.0,1.0,,188<br />
2014-2-4,27,23,19,19,16,14,83,69,51,1011,1008,1005,31.0,14.0,10.0,40,23,50.0,0.0,2.0,,203<br />
2014-2-5,24,21,17,16,14,13,83,68,50,1013,1011,1010,31.0,13.0,10.0,42,21,61.0,0.0,1.0,,190<br />
2014-2-6,27,22,17,18,16,14,88,67,44,1012,1011,1010,31.0,15.0,10.0,32,18,,0.0,1.0,,200<br />
2014-2-7,24,20,15,18,16,14,94,75,53,1013,1010,1008,31.0,12.0,6.0,37,18,,0.51,3.0,Rain,305<br />
2014-2-8,24,20,15,16,13,10,94,66,33,1014,1013,1012,26.0,12.0,0.0,24,11,,0.0,3.0,Fog-Rain,232<br />
2014-2-9,25,20,14,16,13,11,77,62,43,1013,1012,1011,26.0,14.0,10.0,26,13,,0.0,3.0,,308<br />
2014-2-10,28,23,17,16,13,4,88,62,13,1014,1012,1010,31.0,13.0,10.0,19,10,,0.0,4.0,,327<br />
2014-2-11,28,20,13,17,14,11,94,67,39,1013,1012,1010,31.0,21.0,2.0,16,10,,0.0,,Fog,355<br />
2014-2-12,30,24,18,19,18,16,94,70,39,1012,1011,1010,31.0,16.0,10.0,21,11,,0.0,2.0,,186<br />
2014-2-13,25,22,20,19,17,15,88,71,57,1017,1015,1012,19.0,12.0,10.0,45,26,,0.0,3.0,,184<br />
2014-2-14,33,26,19,20,18,15,83,60,36,1016,1015,1013,31.0,14.0,10.0,35,21,,0.0,1.0,,172<br />
2014-2-15,33,28,22,21,19,18,78,64,36,1014,1013,1009,26.0,16.0,10.0,34,16,,0.0,1.0,,195<br />
2014-2-16,36,28,20,21,19,17,83,61,38,1012,1009,1006,31.0,22.0,10.0,29,18,,0.0,1.0,,202<br />
2014-2-17,29,26,22,21,19,16,88,69,39,1013,1009,1006,31.0,14.0,9.0,34,13,,0.0,4.0,,205<br />
2014-2-18,31,27,22,21,20,18,94,68,43,1013,1012,1010,31.0,12.0,10.0,42,31,,0.0,1.0,,174<br />
2014-2-19,25,22,19,19,18,16,83,72,61,1012,1010,1008,31.0,14.0,10.0,39,18,,1.02,3.0,,264<br />
2014-2-20,23,20,17,17,12,9,88,59,36,1019,1015,1012,31.0,12.0,4.0,35,23,,0.0,3.0,Rain,177<br />
2014-2-21,26,21,16,14,12,9,68,55,34,1019,1017,1015,31.0,14.0,10.0,40,26,,0.0,1.0,,178<br />
2014-2-22,27,22,17,17,16,14,82,67,43,1015,1015,1013,31.0,13.0,10.0,37,19,,0.0,1.0,,199<br />
2014-2-23,27,22,18,19,17,15,83,68,41,1015,1014,1013,31.0,13.0,10.0,42,26,,0.0,1.0,,191<br />
2014-2-24,29,24,19,18,17,16,88,68,41,1015,1014,1013,31.0,12.0,10.0,48,35,63.0,0.0,1.0,,166<br />
2014-2-25,33,26,19,17,16,14,73,55,30,1015,1014,1012,31.0,14.0,10.0,40,26,,0.0,1.0,,158<br />
2014-2-26,34,27,20,17,16,14,69,54,26,1012,1009,1007,31.0,16.0,10.0,24,14,,0.0,1.0,,203<br />
2014-2-27,31,23,15,17,14,13,82,59,29,1008,1007,1005,31.0,21.0,6.0,24,11,,0.0,,,283<br />
2014-2-28,27,21,16,18,16,14,94,77,50,1009,1007,1005,26.0,12.0,4.0,42,21,,0.0,5.0,Rain,331<br />
2014-3-1,24,20,17,17,16,14,94,75,48,1011,1010,1008,31.0,10.0,0.0,29,16,,0.0,2.0,Fog,322<br />
2014-3-2,25,21,16,17,15,14,94,76,44,1015,1011,1010,26.0,11.0,1.0,48,21,,4.06,5.0,Rain,337<br />
2014-3-3,23,19,15,16,12,10,94,62,34,1018,1016,1015,31.0,14.0,7.0,42,19,,0.0,3.0,Rain,182<br />
2014-3-4,26,21,17,16,14,11,78,62,39,1016,1015,1014,31.0,16.0,10.0,34,23,48.0,0.0,1.0,,195<br />
2014-3-5,28,23,17,18,16,14,88,70,42,1015,1013,1011,31.0,16.0,10.0,27,23,40.0,0.0,1.0,,216<br />
2014-3-6,27,22,17,19,17,15,94,79,51,1014,1012,1010,19.0,10.0,3.0,27,16,,0.0,3.0,,202<br />
2014-3-7,26,22,17,18,16,12,88,70,47,1016,1014,1013,19.0,11.0,10.0,24,14,,0.0,5.0,,185<br />
2014-3-8,23,18,13,14,11,9,82,64,41,1019,1016,1015,26.0,13.0,10.0,37,13,,0.0,3.0,,177<br />
2014-3-9,22,19,16,12,11,10,72,58,38,1021,1018,1016,31.0,11.0,10.0,48,32,66.0,0.0,1.0,,156<br />
2014-3-10,27,21,15,15,13,10,73,58,34,1016,1012,1009,31.0,12.0,10.0,40,16,,0.0,1.0,,185<br />
2014-3-11,24,21,17,16,13,12,82,65,45,1015,1012,1009,31.0,16.0,10.0,52,34,69.0,0.0,2.0,,179<br />
2014-3-12,22,18,14,14,9,7,82,56,33,1022,1020,1015,31.0,13.0,10.0,47,31,64.0,0.0,3.0,Rain,159<br />
2014-3-13,25,16,7,12,8,5,82,55,22,1021,1019,1016,31.0,23.0,19.0,26,13,,0.0,,,195<br />
2014-3-14,24,19,14,14,13,11,82,69,37,1016,1014,1013,31.0,16.0,10.0,35,21,,0.0,1.0,,218<br />
2014-3-15,24,19,14,15,14,12,88,72,46,1016,1015,1013,19.0,11.0,10.0,37,19,,0.0,1.0,,218<br />
2014-3-16,24,20,15,16,14,13,88,74,50,1017,1016,1014,31.0,14.0,10.0,32,19,,0.0,1.0,,196<br />
2014-3-17,24,21,17,16,15,13,88,72,52,1018,1017,1015,31.0,15.0,10.0,42,23,,0.0,1.0,,200<br />
2014-3-18,24,19,13,15,13,11,94,71,47,1015,1013,1011,31.0,14.0,10.0,24,16,,0.0,2.0,,213<br />
2014-3-19,21,18,14,16,14,11,94,77,58,1019,1015,1013,19.0,11.0,3.0,27,18,,4.06,5.0,Rain,320<br />
2014-3-20,23,18,12,13,12,10,94,67,36,1021,1019,1018,31.0,12.0,10.0,24,10,,0.0,2.0,,181<br />
2014-3-21,27,21,16,16,13,11,83,65,28,1018,1013,1008,31.0,27.0,19.0,24,14,,0.0,,,208<br />
2014-3-22,22,18,14,17,14,13,94,74,50,1010,1008,1006,19.0,11.0,3.0,37,18,,0.0,4.0,Fog,321<br />
2014-3-23,22,19,16,15,13,12,88,73,58,1015,1012,1009,26.0,12.0,8.0,32,19,,2.03,4.0,Rain,338<br />
2014-3-24,19,18,16,16,15,14,94,88,78,1016,1014,1013,19.0,9.0,3.0,21,8,,7.11,7.0,Rain,328<br />
2014-3-25,21,18,14,14,13,12,88,75,55,1014,1012,1011,26.0,12.0,10.0,40,24,55.0,6.1,5.0,Rain,337<br />
2014-3-26,21,18,14,15,13,13,94,78,53,1020,1015,1012,26.0,11.0,6.0,39,31,,1.02,5.0,Rain,329<br />
2014-3-27,25,20,15,16,15,13,94,77,49,1022,1020,1019,31.0,12.0,3.0,21,13,,0.0,4.0,Rain,356<br />
2014-3-28,29,21,13,17,15,10,94,73,30,1019,1017,1015,26.0,17.0,10.0,19,10,,0.0,2.0,,206<br />
2014-3-29,24,20,15,16,14,13,94,71,42,1017,1015,1013,31.0,13.0,6.0,19,10,,0.0,4.0,Rain,198<br />
2014-3-30,22,19,15,15,13,11,94,67,47,1019,1017,1016,26.0,12.0,2.0,23,13,40.0,0.0,4.0,Rain,189<br />
2014-3-31,22,18,14,11,11,9,77,60,37,1016,1014,1012,31.0,14.0,10.0,21,11,,0.0,2.0,,220<br />
2014-4-1,20,17,13,15,11,8,94,70,36,1014,1013,1011,26.0,12.0,5.0,27,14,,5.08,4.0,Rain,318<br />
2014-4-2,19,16,12,12,11,9,94,74,41,1021,1012,1006,31.0,11.0,4.0,35,19,,1.02,4.0,Rain,200<br />
2014-4-3,22,16,11,13,12,9,94,71,42,1024,1022,1020,31.0,14.0,10.0,34,13,,0.0,2.0,,157<br />
2014-4-4,24,20,15,11,9,7,72,53,26,1024,1023,1021,26.0,11.0,10.0,40,31,,0.0,1.0,,145<br />
2014-4-5,29,21,13,12,10,8,77,51,18,1023,1020,1017,19.0,15.0,10.0,29,18,,0.0,1.0,,172<br />
2014-4-6,32,22,12,16,13,10,82,58,23,1017,1015,1013,19.0,19.0,19.0,16,10,,0.0,,,187<br />
2014-4-7,32,24,17,15,11,8,78,45,19,1020,1017,1013,,,,23,13,,0.0,,,32<br />
2014-4-8,26,20,13,18,16,13,94,81,51,1021,1019,1018,19.0,7.0,1.0,21,6,,0.0,4.0,Fog,169<br />
2014-4-9,27,22,17,18,17,16,94,83,58,1021,1020,1019,19.0,7.0,1.0,19,11,,0.0,4.0,Fog,191<br />
2014-4-10,35,25,15,19,15,13,94,65,18,1020,1019,1017,31.0,11.0,2.0,19,6,,0.0,1.0,Fog,147<br />
2014-4-11,36,26,15,17,14,12,82,58,17,1021,1019,1018,26.0,18.0,10.0,21,6,,0.0,,,114<br />
2014-4-12,37,26,16,15,12,10,82,47,16,1020,1018,1016,31.0,24.0,19.0,16,8,,0.0,,,150<br />
2014-4-13,34,26,18,13,12,10,68,43,17,1016,1014,1013,26.0,23.0,19.0,24,11,,0.0,,,355<br />
2014-4-14,21,19,16,17,13,9,88,67,47,1021,1018,1014,31.0,14.0,10.0,42,18,,0.0,4.0,,159<br />
2014-4-15,24,19,15,11,8,5,68,50,28,1023,1021,1020,31.0,18.0,10.0,48,34,61.0,0.0,1.0,,153<br />
2014-4-16,24,17,9,14,11,6,77,62,30,1022,1020,1018,31.0,25.0,10.0,23,10,,0.0,1.0,,222<br />
2014-4-17,30,20,9,12,10,8,88,60,18,1017,1014,1012,31.0,25.0,19.0,16,5,,0.0,,,134<br />
2014-4-18,23,19,15,16,15,13,94,77,43,1019,1017,1013,26.0,12.0,1.0,37,16,,0.0,2.0,Fog,181<br />
2014-4-19,24,19,14,15,14,13,82,70,46,1020,1019,1017,26.0,18.0,10.0,34,19,,0.0,1.0,,196<br />
2014-4-20,23,19,15,16,14,13,88,77,50,1017,1016,1015,31.0,17.0,10.0,21,14,,0.0,1.0,,225<br />
2014-4-21,24,20,16,16,14,14,88,70,43,1014,1012,1010,26.0,18.0,10.0,27,19,45.0,0.0,1.0,,203<br />
2014-4-22,22,18,15,15,12,9,88,68,49,1018,1014,1011,31.0,13.0,10.0,42,26,,0.0,2.0,,170<br />
2014-4-23,20,16,12,11,9,7,82,61,33,1023,1020,1018,31.0,14.0,10.0,37,23,48.0,0.0,2.0,,158<br />
2014-4-24,22,15,8,11,8,5,87,64,22,1023,1021,1019,26.0,23.0,19.0,21,11,,0.0,,,204<br />
2014-4-25,23,15,7,11,9,6,94,73,39,1020,1019,1017,31.0,19.0,8.0,19,6,,0.0,,Fog,108<br />
2014-4-26,21,16,11,16,12,9,94,74,48,1023,1020,1017,26.0,11.0,4.0,27,10,,0.0,3.0,Rain,163<br />
2014-4-27,24,18,11,11,8,5,77,58,21,1024,1023,1022,26.0,16.0,10.0,27,16,,0.0,1.0,,177<br />
2014-4-28,22,13,5,13,8,4,94,68,34,1022,1020,1018,19.0,19.0,19.0,14,6,,0.0,,,119<br />
2014-4-29,19,16,12,17,14,10,94,86,77,1020,1019,1017,26.0,11.0,4.0,19,8,,0.51,4.0,Rain,317<br />
2014-4-30,21,17,13,12,11,7,88,69,32,1020,1018,1017,31.0,19.0,10.0,24,13,,0.0,1.0,,192<br />
2014-5-1,24,18,12,12,9,7,82,62,24,1019,1016,1013,31.0,27.0,19.0,13,10,,0.0,,,184<br />
2014-5-2,23,16,9,14,10,6,94,67,36,1015,1014,1012,31.0,16.0,1.0,23,8,,0.0,4.0,Fog,358<br />
2014-5-3,22,17,11,15,13,9,100,81,44,1016,1014,1013,31.0,6.0,0.0,16,6,,0.0,2.0,Fog,355<br />
2014-5-4,18,14,11,16,12,4,94,78,45,1025,1015,1010,19.0,11.0,3.0,40,19,,3.05,5.0,Rain,311<br />
2014-5-5,20,13,7,9,7,5,88,64,33,1028,1025,1022,31.0,13.0,10.0,40,13,,0.0,3.0,Rain,148<br />
2014-5-6,26,14,4,9,6,2,87,60,15,1022,1016,1011,31.0,25.0,19.0,11,5,,0.0,,,155<br />
2014-5-7,20,18,15,14,11,7,94,66,39,1012,1010,1009,31.0,13.0,6.0,27,14,,0.0,4.0,,336<br />
2014-5-8,20,17,14,13,12,10,94,78,43,1011,1010,1008,19.0,11.0,2.0,35,23,52.0,18.03,6.0,Rain,350<br />
2014-5-9,17,14,12,12,11,8,88,78,47,1019,1013,1008,19.0,10.0,6.0,39,31,52.0,5.08,5.0,Rain,328<br />
2014-5-10,17,14,11,11,10,8,88,76,53,1022,1020,1018,19.0,12.0,10.0,24,14,,0.0,5.0,,334<br />
2014-5-11,18,13,9,10,9,8,94,74,46,1022,1021,1020,26.0,14.0,10.0,23,13,,0.0,1.0,,352<br />
2014-5-12,23,18,13,14,12,9,94,72,41,1023,1020,1019,26.0,13.0,6.0,16,10,,0.0,5.0,,47<br />
2014-5-13,21,17,13,15,13,11,94,83,55,1024,1021,1018,19.0,9.0,0.0,37,11,,0.0,4.0,Fog-Rain,168<br />
2014-5-14,22,16,8,13,11,8,94,72,42,1023,1018,1014,31.0,16.0,10.0,32,14,,0.0,1.0,,198<br />
2014-5-15,18,14,11,14,12,9,94,84,62,1015,1014,1013,19.0,11.0,4.0,39,19,,5.08,6.0,Fog-Rain,349<br />
2014-5-16,19,15,11,13,12,10,94,80,57,1023,1018,1014,26.0,12.0,4.0,23,14,,0.0,3.0,Fog,7<br />
2014-5-17,20,16,12,11,9,7,88,64,34,1026,1024,1023,31.0,12.0,10.0,34,19,,0.0,1.0,,155<br />
2014-5-18,23,14,6,11,7,4,93,62,19,1025,1021,1017,19.0,19.0,19.0,19,10,,0.0,,,198<br />
2014-5-19,23,16,8,14,11,7,94,76,36,1017,1013,1011,26.0,13.0,3.0,23,8,,0.0,5.0,Fog,205<br />
2014-5-20,18,14,12,12,11,10,94,80,59,1021,1018,1014,31.0,11.0,3.0,23,14,,2.03,5.0,Rain,353<br />
2014-5-21,18,14,11,13,12,9,94,86,73,1024,1022,1020,26.0,9.0,2.0,19,11,,0.0,6.0,Fog-Rain,10<br />
2014-5-22,26,17,8,12,9,8,94,70,25,1020,1016,1013,31.0,12.0,0.0,21,6,,0.0,,Fog,61<br />
2014-5-23,22,15,8,12,9,6,89,71,42,1017,1014,1010,19.0,18.0,10.0,13,6,,0.0,,,151<br />
2014-5-24,18,16,13,14,11,6,88,71,39,1016,1012,1010,31.0,12.0,5.0,58,27,69.0,0.76,4.0,Rain-Thunderstorm,358<br />
2014-5-25,19,16,13,13,12,11,94,78,53,1021,1018,1016,19.0,12.0,8.0,48,29,,0.0,5.0,,343<br />
2014-5-26,18,14,11,12,11,9,88,78,58,1020,1018,1016,31.0,15.0,9.0,24,16,,0.0,1.0,,351<br />
2014-5-27,17,14,11,12,11,9,94,79,57,1018,1013,1009,26.0,13.0,10.0,35,19,,0.0,2.0,,359<br />
2014-5-28,17,14,12,14,12,9,94,80,65,1015,1011,1006,19.0,11.0,3.0,58,34,61.0,6.1,5.0,Rain,343<br />
2014-5-29,18,14,10,14,12,8,88,83,68,1016,1014,1012,19.0,12.0,8.0,37,19,,1.02,4.0,Rain,1<br />
2014-5-30,20,17,13,15,12,8,100,79,40,1020,1017,1014,19.0,10.0,5.0,40,23,35.0,0.0,4.0,Rain,342<br />
2014-5-31,17,13,10,13,12,10,100,87,65,1017,1012,1008,19.0,6.0,0.0,45,19,63.0,6.1,5.0,Fog-Rain,350<br />
2014-6-1,17,16,13,14,12,10,88,76,60,1018,1014,1008,26.0,13.0,8.0,37,26,,0.0,5.0,Rain,316<br />
2014-6-2,17,14,12,12,11,9,88,76,60,1017,1016,1015,31.0,13.0,10.0,39,26,,3.05,6.0,,340<br />
2014-6-3,17,15,13,12,11,9,88,76,63,1015,1010,1005,19.0,12.0,8.0,45,32,58.0,5.08,6.0,,353<br />
2014-6-4,15,12,10,12,8,3,88,71,49,1012,1005,1002,19.0,10.0,3.0,48,35,61.0,6.1,6.0,Rain,299<br />
2014-6-5,13,10,7,8,6,3,87,75,62,1027,1019,1012,26.0,12.0,9.0,23,13,,5.08,5.0,Rain-Thunderstorm,10<br />
2014-6-6,16,11,6,8,6,4,87,74,42,1030,1028,1025,31.0,15.0,10.0,23,14,,0.0,4.0,,14<br />
2014-6-7,19,11,3,8,4,2,93,66,28,1024,1020,1015,31.0,23.0,19.0,24,10,,0.0,,,8<br />
2014-6-8,17,13,8,11,7,2,94,66,43,1015,1012,1009,31.0,13.0,6.0,45,23,55.0,9.91,5.0,Rain,354<br />
2014-6-9,11,8,6,10,6,2,94,77,59,1027,1017,1013,26.0,10.0,6.0,26,14,,9.91,6.0,Rain,310<br />
2014-6-10,14,9,5,6,4,3,87,74,47,1033,1030,1027,31.0,14.0,10.0,23,16,,0.0,3.0,,9<br />
2014-6-11,17,9,2,5,2,-2,93,63,19,1029,1027,1024,31.0,24.0,19.0,14,6,,0.0,,,15<br />
2014-6-12,18,10,2,6,4,1,93,68,31,1024,1021,1018,31.0,19.0,3.0,13,5,,0.0,,,108<br />
2014-6-13,24,13,2,9,6,2,93,60,26,1018,1012,1008,31.0,13.0,3.0,26,11,,0.0,4.0,,2<br />
2014-6-14,16,14,13,13,12,11,94,83,69,1010,1009,1007,26.0,9.0,3.0,45,24,,22.1,6.0,Rain,339<br />
2014-6-15,17,15,13,12,9,6,88,66,39,1022,1014,1007,19.0,12.0,8.0,42,27,50.0,0.0,6.0,Rain,299<br />
2014-6-16,16,12,8,10,9,7,93,76,51,1024,1022,1021,26.0,13.0,9.0,16,10,,0.0,7.0,,3<br />
2014-6-17,18,11,5,10,7,4,93,77,42,1021,1018,1016,26.0,15.0,7.0,21,6,,0.0,2.0,,139<br />
2014-6-18,16,13,9,13,9,5,94,75,47,1025,1020,1018,31.0,12.0,4.0,37,14,,59.94,6.0,Rain,329<br />
2014-6-19,14,12,9,7,4,1,82,58,32,1036,1032,1026,31.0,14.0,7.0,23,13,,0.0,4.0,Rain,229<br />
2014-6-20,15,11,8,9,6,4,82,66,47,1036,1034,1033,31.0,13.0,9.0,19,10,,0.0,6.0,,30<br />
2014-6-21,20,12,5,11,8,5,94,78,43,1033,1029,1024,26.0,12.0,2.0,13,5,,0.0,4.0,Fog,173<br />
2014-6-22,26,16,4,9,6,3,93,59,19,1024,1021,1019,26.0,17.0,6.0,23,10,,0.0,,,17<br />
2014-6-23,19,14,11,13,8,4,94,61,32,1022,1020,1018,26.0,16.0,0.0,32,16,,0.0,,Fog,14<br />
2014-6-24,26,17,7,11,8,6,94,62,27,1020,1016,1012,26.0,10.0,0.0,27,8,,0.0,1.0,Fog,1<br />
2014-6-25,19,17,14,14,12,7,88,72,44,1014,1013,1012,19.0,13.0,9.0,26,18,,11.94,4.0,,348<br />
2014-6-26,17,14,12,13,10,6,94,76,47,1023,1018,1013,19.0,10.0,5.0,34,16,,7.87,6.0,Rain,291<br />
2014-6-27,17,13,9,11,9,8,94,78,48,1028,1026,1023,19.0,11.0,8.0,13,8,,0.0,6.0,Fog,60<br />
2014-6-28,19,12,6,9,7,4,94,77,43,1027,1024,1021,19.0,12.0,6.0,11,5,,0.0,,,136<br />
2014-6-29,19,11,4,12,8,4,100,80,46,1023,1021,1019,19.0,11.0,0.0,23,8,,0.0,1.0,Fog,171<br />
2014-6-30,20,13,6,12,9,6,93,76,38,1019,1015,1013,31.0,17.0,6.0,21,10,,0.0,1.0,,341<br />
2014-7-1,18,14,11,13,11,10,94,81,61,1019,1016,1013,31.0,12.0,3.0,27,18,,0.0,5.0,,356<br />
2014-7-2,18,13,9,13,11,8,94,82,60,1019,1017,1016,31.0,13.0,7.0,23,10,,0.0,4.0,,350<br />
2014-7-3,18,15,12,12,11,9,94,79,60,1018,1016,1014,31.0,12.0,2.0,29,19,,0.51,4.0,Rain,346<br />
2014-7-4,15,12,8,11,9,6,94,81,68,1013,1010,1005,26.0,11.0,3.0,47,24,64.0,28.96,5.0,Rain,349<br />
2014-7-5,13,10,7,7,4,2,87,67,39,1024,1019,1014,31.0,12.0,10.0,32,11,50.0,4.06,5.0,Rain,280<br />
2014-7-6,12,9,4,7,5,3,93,81,54,1029,1026,1023,19.0,10.0,2.0,16,13,,1.02,4.0,Fog-Rain,8<br />
2014-7-7,14,7,1,5,3,0,100,75,41,1035,1032,1030,19.0,10.0,0.0,13,6,,0.0,1.0,Fog,155<br />
2014-7-8,16,9,2,6,3,1,93,70,38,1036,1034,1033,31.0,14.0,10.0,14,6,,0.0,3.0,,19<br />
2014-7-9,17,11,6,9,6,3,77,67,47,1034,1032,1031,31.0,13.0,10.0,24,13,,0.0,2.0,,117<br />
2014-7-10,18,9,1,8,4,1,93,70,26,1031,1026,1021,26.0,21.0,19.0,13,6,,0.0,,,162<br />
2014-7-11,18,10,3,13,8,2,94,80,44,1021,1019,1017,31.0,13.0,5.0,14,6,,0.0,5.0,,172<br />
2014-7-12,18,13,7,10,8,6,93,73,41,1027,1024,1020,19.0,13.0,8.0,16,10,,0.0,3.0,Fog,2<br />
2014-7-13,16,12,8,11,9,7,94,84,62,1029,1028,1026,31.0,10.0,3.0,23,11,,0.25,5.0,Rain,26<br />
2014-7-14,19,13,7,11,9,7,94,74,37,1028,1025,1023,31.0,17.0,6.0,16,11,,0.0,,,192<br />
2014-7-15,23,14,5,9,4,0,93,61,14,1023,1019,1017,31.0,22.0,10.0,11,5,,0.0,,Fog,1<br />
2014-7-16,18,12,7,11,7,3,88,70,36,1017,1015,1012,31.0,18.0,10.0,34,16,,0.0,4.0,,358<br />
2014-7-17,15,12,10,13,9,7,94,79,66,1015,1010,1007,19.0,10.0,3.0,47,34,69.0,20.07,6.0,Rain,319<br />
2014-7-18,15,12,9,12,9,7,94,77,50,1019,1016,1014,26.0,12.0,3.0,52,21,66.0,16.0,5.0,Rain,322<br />
2014-7-19,16,13,11,12,9,8,88,75,52,1028,1024,1019,19.0,11.0,8.0,19,10,,0.25,6.0,Rain,307<br />
2014-7-20,16,13,9,10,8,6,88,70,42,1031,1029,1028,31.0,12.0,10.0,21,10,,0.0,5.0,,159<br />
2014-7-21,19,11,2,11,7,2,93,72,35,1028,1023,1017,31.0,19.0,6.0,16,10,,0.0,,Fog,180<br />
2014-7-22,19,13,7,11,9,6,94,77,53,1024,1021,1017,31.0,14.0,10.0,26,13,,0.0,3.0,Fog,349<br />
2014-7-23,21,13,6,11,9,6,100,80,37,1022,1019,1014,26.0,15.0,6.0,11,5,,0.0,,,32<br />
