Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-3-27,10,3,-4,-6,-9,-15,69,43,17,1031,1027,1018,9,9,7,14,11,,0.00,2,,135<br />
2014-3-28,3,0,-2,-6,-9,-15,74,50,30,1018,1016,1015,10,10,10,40,18,64,0.00,5,,352<br />
2014-3-29,2,-3,-7,-6,-14,-17,86,45,24,1022,1021,1018,10,8,1,35,27,61,0.00,5,Snow,356<br />
2014-3-30,8,2,-4,-4,-8,-15,65,46,31,1018,1011,1005,10,10,10,26,11,43,0.00,6,,281<br />
2014-3-31,3,0,-3,0,-3,-6,100,82,52,1006,1001,998,10,8,0,32,11,55,0.00,7,Snow,283<br />
2014-4-1,0,-2,-5,-5,-7,-10,93,75,48,1010,1004,998,10,5,1,32,24,47,0.00,6,Snow,342<br />
2014-4-2,1,-4,-10,-4,-9,-12,93,71,48,1012,1011,1010,10,9,5,32,13,40,0.00,6,Snow,287<br />
2014-4-3,2,-3,-7,-5,-8,-13,80,64,52,1011,1008,1005,10,10,10,26,13,,0.00,6,,240<br />
2014-4-4,4,1,-2,-1,-4,-9,93,75,52,1009,1003,1001,10,8,2,32,8,47,0.00,7,Snow,307<br />
2014-4-5,3,-1,-5,-8,-9,-11,74,55,38,1018,1016,1010,10,10,10,29,21,47,0.00,3,,307<br />
2014-4-6,8,3,-2,-4,-7,-8,64,48,34,1017,1014,1009,,,,40,21,55,0.00,,,240<br />
2014-4-7,6,3,1,2,-2,-6,100,70,42,1010,1008,1007,10,10,9,29,18,,0.00,7,Rain,272<br />
2014-4-8,7,2,-2,0,-4,-9,100,68,34,1011,1008,1007,9,1,0,18,8,35,0.00,4,Fog,360<br />
2014-4-9,5,0,-4,-7,-11,-16,80,46,24,1016,1012,1011,,,,21,10,32,0.00,,,7<br />
2014-4-10,4,0,-4,-9,-11,-13,69,48,30,1029,1024,1016,,,,26,16,35,0.00,,,51<br />
2014-4-11,7,0,-6,-7,-11,-13,80,44,23,1033,1031,1028,8,7,5,21,8,40,0.00,0,,162<br />
2014-4-12,9,4,0,-5,-7,-10,60,42,27,1028,1025,1021,10,10,10,29,16,47,0.00,6,,187<br />
2014-4-13,13,8,3,1,-2,-4,70,53,38,1021,1017,1013,10,10,10,26,16,43,0.00,6,,176<br />
2014-4-14,8,4,2,4,2,-3,100,84,57,1012,1007,1005,10,9,5,21,16,40,0.00,8,Rain,165<br />
2014-4-15,12,8,5,8,4,3,100,79,58,1011,1010,1008,10,9,5,21,14,32,0.00,7,Rain,169<br />
2014-4-16,11,8,6,8,6,3,93,86,81,1020,1015,1011,10,9,6,21,14,35,0.00,7,Rain,210<br />
2014-4-17,12,7,2,4,-1,-6,100,61,33,1024,1022,1020,10,10,10,18,13,35,0.00,4,,271<br />
2014-4-18,14,7,-1,0,-2,-4,87,55,31,1023,1022,1021,8,8,7,18,5,,0.00,3,,185<br />
2014-4-19,19,10,1,2,0,-1,87,54,28,1027,1025,1023,9,7,5,11,2,,0.00,1,,66<br />
2014-4-20,20,11,2,5,1,-2,93,51,23,1025,1023,1021,9,7,6,14,3,,0.00,0,,54<br />
2014-4-21,22,13,4,4,1,-1,81,46,22,1023,1022,1020,9,9,8,21,8,40,0.00,1,,101<br />
2014-4-22,21,16,10,10,6,2,77,54,35,1020,1018,1015,10,10,9,35,14,43,0.00,6,Rain,158<br />
2014-4-23,16,11,6,11,5,-9,94,64,30,1021,1014,1012,10,10,9,32,14,50,0.00,6,Rain,289<br />
2014-4-24,8,4,0,-6,-8,-11,60,42,29,1027,1025,1021,9,9,9,32,19,47,0.00,0,,336<br />
2014-4-25,15,6,-3,-4,-6,-8,74,42,23,1025,1019,1013,9,9,9,35,16,55,0.00,0,,276<br />
2014-4-26,10,6,2,-3,-6,-9,70,43,26,1021,1019,1014,,,,21,14,,0.00,,,6<br />
2014-4-27,18,8,-1,0,-3,-8,80,45,26,1019,1017,1013,9,9,9,21,6,40,0.00,6,,204<br />
2014-4-28,18,14,8,5,2,0,71,46,32,1013,1012,1011,10,9,9,32,14,43,0.00,7,Rain,224<br />
2014-4-29,21,13,5,5,2,0,87,52,26,1012,1009,1006,9,9,9,14,6,40,0.00,2,,227<br />
2014-4-30,22,13,6,6,2,-1,81,46,23,1006,1003,1001,6,6,6,21,6,,0.00,6,,262<br />
2014-5-1,21,13,7,6,3,1,76,49,27,1004,1003,1002,9,9,8,21,8,40,0.00,2,,278<br />
2014-5-2,15,10,5,6,2,-3,67,51,36,1013,1005,1001,10,10,10,32,18,43,0.00,6,,272<br />
2014-5-3,10,4,-1,-4,-6,-8,75,49,30,1017,1015,1013,,,,18,13,35,0.00,,,328<br />
2014-5-4,10,5,0,3,-3,-5,93,54,35,1019,1017,1012,4,4,4,26,8,40,0.00,8,Rain,161<br />
2014-5-5,6,4,4,5,4,3,100,94,87,1011,1004,1000,10,9,6,26,16,35,0.00,8,Rain,7<br />
2014-5-6,7,6,3,4,3,1,93,89,81,1012,1005,1002,10,10,9,29,21,,0.00,6,Rain,245<br />
2014-5-7,11,6,0,1,-2,-7,93,61,30,1022,1018,1013,10,9,5,29,18,47,0.00,6,Snow,251<br />
2014-5-8,20,13,7,4,2,-2,66,44,30,1022,1020,1019,10,10,10,35,16,58,0.00,8,Rain,173<br />
2014-5-9,21,16,12,5,3,1,54,42,27,1021,1020,1019,,,,29,19,43,0.00,,,175<br />
2014-5-10,19,13,7,9,6,3,94,63,37,1020,1015,1009,10,10,9,21,11,40,0.00,8,Rain,122<br />
2014-5-11,17,12,8,9,8,5,100,75,48,1011,1007,1005,10,9,4,32,13,47,0.00,6,,193<br />
2014-5-12,22,14,8,10,7,5,82,56,38,1016,1013,1011,10,8,6,26,11,43,0.00,4,Rain,160<br />
2014-5-13,22,17,12,15,11,6,88,71,52,1012,1007,1004,10,9,5,40,13,68,0.00,7,Rain-Thunderstorm,148<br />
2014-5-14,20,14,8,8,6,3,87,60,40,1020,1016,1012,10,10,10,21,13,40,0.00,4,,227<br />
2014-5-15,21,14,9,7,6,4,76,56,37,1026,1024,1020,9,9,9,21,8,,0.00,3,,24<br />
2014-5-16,19,14,10,7,4,2,67,51,32,1028,1027,1025,9,9,9,26,16,35,0.00,6,,39<br />
2014-5-17,18,14,10,12,8,3,88,66,51,1025,1023,1023,10,10,10,26,14,,0.00,8,Rain,49<br />
2014-5-18,26,18,10,15,12,10,100,72,47,1024,1023,1022,10,10,10,26,18,,0.00,6,,77<br />
2014-5-19,29,21,14,16,14,12,94,64,37,1026,1025,1023,9,9,9,18,13,,0.00,1,,91<br />
2014-5-20,29,21,14,16,12,9,94,54,30,1026,1025,1023,,,,18,11,,0.00,,,134<br />
2014-5-21,29,20,12,12,8,6,88,45,23,1025,1024,1022,,,,21,8,40,0.00,,,176<br />
2014-5-22,27,20,14,15,12,8,77,53,36,1024,1023,1022,9,9,9,26,11,47,0.00,2,,248<br />
2014-5-23,26,20,14,13,11,9,77,55,36,1025,1023,1022,9,9,9,14,10,,0.00,2,,16<br />
2014-5-24,28,20,13,15,12,11,94,57,35,1024,1023,1021,10,9,9,14,5,,0.00,4,,204<br />
2014-5-25,28,22,17,14,13,10,77,53,32,1021,1020,1017,10,10,9,21,10,,0.00,4,Thunderstorm,262<br />
2014-5-26,29,21,14,14,13,11,88,58,33,1018,1015,1012,10,10,9,21,11,29,0.00,3,,278<br />
2014-5-27,27,21,15,16,14,12,88,70,42,1012,1010,1008,10,10,8,29,11,32,0.00,6,Thunderstorm,341<br />
2014-5-28,17,16,14,14,13,12,94,82,72,1012,1011,1010,10,10,7,21,16,,0.00,7,,66<br />
2014-5-29,17,13,10,13,9,5,100,81,52,1013,1011,1010,10,9,5,29,21,43,0.00,8,Rain-Thunderstorm,97<br />
2014-5-30,21,17,13,16,13,10,94,79,64,1016,1014,1012,10,10,9,29,18,40,0.00,6,Rain,109<br />
2014-5-31,25,21,17,14,9,5,73,49,29,1017,1017,1016,10,10,10,29,18,47,0.00,6,Rain,129<br />
2014-6-1,26,18,10,9,5,1,76,42,20,1017,1016,1016,9,9,9,32,18,47,0.00,3,,116<br />
2014-6-2,27,22,17,12,8,4,68,42,23,1021,1019,1016,10,10,10,29,16,43,0.00,7,Rain,115<br />
2014-6-3,29,20,12,11,6,3,77,40,19,1024,1023,1021,,,,21,13,35,0.00,,,137<br />
2014-6-4,29,20,11,12,8,2,82,45,18,1025,1024,1022,8,8,8,26,11,43,0.00,1,,108<br />
2014-6-5,31,22,14,14,8,2,77,44,16,1023,1022,1020,,,,18,10,35,0.00,,,116<br />
2014-6-6,31,22,14,13,9,6,82,45,21,1021,1020,1019,10,10,10,32,5,,0.00,6,Thunderstorm,154<br />
2014-6-7,30,22,14,17,13,10,94,64,31,1021,1019,1018,10,9,2,29,5,29,0.00,6,Rain-Thunderstorm,144<br />
2014-6-8,27,21,15,15,13,12,94,63,39,1018,1016,1014,10,9,8,21,10,,0.00,4,,256<br />
2014-6-9,21,17,13,14,12,10,100,74,49,1014,1011,1010,10,10,6,26,10,,0.00,6,Rain-Thunderstorm,291<br />
2014-6-10,16,13,11,14,12,11,100,90,77,1009,1006,1004,10,10,7,26,14,35,0.00,6,Rain,305<br />
2014-6-11,19,16,13,14,10,7,100,70,46,1012,1009,1004,10,10,5,35,23,55,0.00,6,Rain,356<br />
2014-6-12,21,16,10,10,8,7,87,66,43,1012,1010,1008,10,10,9,29,16,40,0.00,6,Rain,10<br />
2014-6-13,17,12,8,11,9,7,100,72,55,1007,1003,1001,10,10,9,21,6,,0.00,6,Fog-Rain-Thunderstorm,140<br />
2014-6-14,21,16,11,12,11,8,100,81,43,1001,1000,999,10,10,5,26,8,,0.00,6,Rain-Thunderstorm,37<br />
2014-6-15,17,12,7,13,10,7,100,87,72,1009,1004,1001,10,10,8,26,11,,0.00,6,Rain-Thunderstorm,320<br />
2014-6-16,15,11,8,7,6,4,93,70,48,1011,1010,1009,10,10,10,18,13,,0.00,6,,273<br />
2014-6-17,17,12,8,11,6,3,94,70,45,1010,1007,1005,10,9,3,43,18,72,0.00,6,Rain,215<br />
2014-6-18,12,9,6,5,2,0,93,64,47,1008,1006,1004,10,10,9,32,21,50,0.00,6,Rain,233<br />
2014-6-19,17,12,8,8,6,2,93,69,45,1007,1005,1003,10,10,6,26,19,,0.00,7,Rain,242<br />
2014-6-20,22,16,11,13,9,7,88,64,43,1006,1005,1003,10,10,9,32,18,50,0.00,5,Rain,196<br />
2014-6-21,21,17,13,14,12,11,100,83,60,1005,1004,1003,10,9,5,21,10,,0.00,7,Rain-Thunderstorm,213<br />
2014-6-22,18,13,9,13,7,4,100,68,42,1008,1006,1004,10,10,7,21,14,,0.00,6,,307<br />
2014-6-23,15,11,8,12,9,6,100,86,67,1009,1007,1006,10,10,6,29,10,26,0.00,6,Rain,223<br />
2014-6-24,16,11,6,9,8,4,94,77,52,1010,1008,1007,10,10,9,35,11,40,0.00,6,Rain,234<br />
2014-6-25,18,13,8,10,8,6,94,75,49,1007,1006,1004,10,10,7,26,11,43,0.00,6,Rain-Thunderstorm,238<br />
2014-6-26,15,11,8,9,7,5,100,74,55,1014,1011,1007,10,10,10,18,11,,0.00,6,Rain,325<br />
2014-6-27,15,11,8,8,7,4,93,74,51,1014,1013,1012,10,10,10,21,13,,0.00,7,,31<br />
2014-6-28,10,9,8,8,6,4,93,77,66,1016,1013,1011,10,10,10,32,21,47,0.00,7,Rain,322<br />
2014-6-29,20,12,5,7,5,3,93,60,37,1019,1018,1016,,,,21,14,40,0.00,,,283<br />
2014-6-30,25,18,11,13,10,7,76,57,44,1018,1016,1014,,,,29,11,43,0.00,,,183<br />
2014-7-1,28,22,17,14,12,11,72,52,37,1016,1015,1013,,,,26,19,43,0.00,,,186<br />
2014-7-2,29,22,14,16,13,9,100,61,32,1014,1012,1009,10,10,7,32,13,47,0.00,6,Rain-Thunderstorm,155<br />
2014-7-3,22,16,11,13,11,8,100,72,43,1018,1017,1015,10,9,6,26,16,50,0.00,6,Rain,248<br />
2014-7-4,22,16,9,12,9,7,94,63,41,1019,1017,1016,9,9,9,18,6,,0.00,6,,258<br />
2014-7-5,24,18,13,13,12,9,88,65,38,1017,1017,1016,10,10,9,26,13,43,0.00,6,,266<br />
2014-7-6,25,18,12,14,12,10,94,65,44,1020,1018,1017,10,10,9,18,3,,0.00,5,,5<br />
2014-7-7,25,19,14,14,12,10,94,63,41,1022,1021,1020,9,9,9,21,10,,0.00,3,,26<br />
2014-7-8,25,19,14,16,13,12,88,68,47,1021,1020,1017,10,10,9,26,8,,0.00,5,Thunderstorm,31<br />
2014-7-9,25,19,13,14,12,9,94,62,36,1018,1015,1012,10,9,9,18,6,29,0.00,3,Fog,13<br />
2014-7-10,17,13,11,15,11,8,94,81,68,1016,1012,1009,10,10,9,32,13,50,0.00,7,Rain,9<br />
2014-7-11,16,13,10,12,9,8,94,82,72,1021,1019,1016,10,10,10,29,21,,0.00,8,,51<br />
2014-7-12,24,18,12,11,10,7,94,61,34,1023,1022,1021,9,9,9,29,16,43,0.00,3,,86<br />
2014-7-13,27,19,12,12,11,9,94,55,34,1022,1020,1018,,,,26,16,40,0.00,,,109<br />
2014-7-14,30,21,13,13,10,8,94,49,25,1020,1019,1018,9,9,9,14,10,29,0.00,1,,138<br />
2014-7-15,30,22,14,15,11,8,88,51,27,1020,1019,1018,,,,18,5,32,0.00,,,208<br />
2014-7-16,31,23,16,16,13,11,82,52,31,1019,1018,1016,10,10,10,18,5,21,0.00,5,Thunderstorm,178<br />
2014-7-17,27,21,16,19,17,15,94,75,48,1018,1017,1017,10,9,5,21,6,40,0.00,5,Rain-Thunderstorm,12<br />
2014-7-18,24,19,15,17,16,14,100,81,57,1019,1018,1017,10,8,0,21,11,,0.00,6,Fog,54<br />
2014-7-19,25,19,13,14,11,8,94,62,36,1019,1018,1016,,,,18,11,,0.00,,,48<br />
2014-7-20,27,20,13,13,11,9,88,57,34,1018,1016,1013,10,10,9,14,8,32,0.00,3,,2<br />
2014-7-21,25,19,13,12,9,6,88,54,29,1016,1013,1013,,,,26,11,35,0.00,,,56<br />
2014-7-22,24,17,11,9,8,5,82,54,33,1019,1018,1016,,,,18,11,29,0.00,,,37<br />
2014-7-23,26,18,11,14,10,8,82,55,34,1020,1019,1017,9,9,9,21,10,,0.00,3,,338<br />
2014-7-24,26,19,13,16,12,10,82,63,36,1018,1017,1015,10,10,9,21,11,40,0.00,6,Rain,345<br />
2014-7-25,25,18,11,13,10,8,88,58,41,1021,1019,1018,,,,21,14,,0.00,,,350<br />
2014-7-26,26,21,17,16,12,8,73,54,36,1021,1018,1017,10,10,10,26,16,47,0.00,3,,327<br />
2014-7-27,29,20,11,13,10,8,88,54,30,1024,1022,1021,,,,18,8,29,0.00,,,319<br />
2014-7-28,32,23,15,13,12,10,82,49,26,1022,1020,1018,9,9,9,18,8,,0.00,1,,278<br />
2014-7-29,32,23,15,14,12,8,82,47,22,1018,1016,1014,7,5,2,26,8,50,0.00,6,,233<br />
2014-7-30,32,26,19,16,13,11,69,48,29,1015,1014,1014,10,9,5,29,11,40,0.00,6,Rain,236<br />
2014-7-31,32,24,18,17,12,8,88,48,22,1016,1015,1014,9,7,5,21,10,40,0.00,1,,237<br />
2014-8-1,33,24,16,14,12,10,77,47,24,1017,1016,1015,9,9,9,14,5,26,0.00,6,,172<br />
2014-8-2,33,26,18,20,16,13,94,65,31,1020,1019,1017,10,10,9,47,5,68,0.00,6,Rain-Thunderstorm,35<br />
2014-8-3,29,24,19,19,16,11,94,65,35,1021,1020,1019,10,9,7,26,10,,0.00,6,Rain,14<br />
2014-8-4,29,22,16,14,13,10,82,56,34,1021,1020,1018,,,,29,13,35,0.00,,,14<br />
2014-8-5,29,23,17,16,13,12,82,56,35,1020,1018,1017,10,10,10,29,14,47,0.00,3,,29<br />
2014-8-6,30,23,17,16,14,12,88,58,37,1018,1017,1016,10,10,9,29,14,43,0.00,4,,43<br />
2014-8-7,29,23,16,17,15,13,100,72,37,1017,1016,1014,10,10,9,32,11,35,0.00,6,Rain-Thunderstorm,43<br />
2014-8-8,24,19,15,17,16,14,100,82,57,1014,1012,1010,10,9,7,21,8,40,0.00,5,Rain-Thunderstorm,13<br />
