Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,238,Falkland Isds (Malvinas),,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,16093,,26614,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,87481,,141697,,,0
HS,2014,201401,January 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,912753,,1522872,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1121230,,2919079,,,0
HS,2014,201401,January 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1166588,,1028700,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,295599,,982240,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,292,Gibraltar,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,4728,,11079,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,4,,20,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,79464,,295201,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1001,,4735,,,0
HS,2014,201401,January 2014,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,15660950,,10676138,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,53747148,,32069689,,,0
HS,2014,201401,January 2014,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1273,,4685,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,118,,947,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,410,Rep. of Korea,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,204,,2825,,,0
HS,2014,201401,January 2014,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,5395,,5629,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,442,Luxembourg,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,13,,26,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2155,,9748,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,490,"Other Asia, nes",,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,329,,4372,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,512,Oman,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1108,,1572,,,0
HS,2014,201401,January 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,422123,,1087006,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2244212,,4037304,,,0
HS,2014,201401,January 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,490553,,660868,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,608,,926,,,0
HS,2014,201401,January 2014,4,0,1,Imports,826,United Kingdom,,620,Portugal,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2460,,3662,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,600,,1804,,,0
HS,2014,201401,January 2014,4,0,1,Imports,826,United Kingdom,,642,Romania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,92690,,188706,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,642,Romania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,26,,68,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,654,Saint Helena,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1800,,2346,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,702,Singapore,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,430,,3639,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,704,Viet Nam,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,5691,,11385,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,710,South Africa,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,6943,,10917,,,0
HS,2014,201401,January 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,67,,68,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,185473,,178872,,,0
HS,2014,201401,January 2014,4,0,1,Imports,826,United Kingdom,,752,Sweden,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,14155,,66625,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,138,,102,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1157,,15334,,,0
HS,2014,201401,January 2014,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,20050,,151178,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,18951778,,18685555,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,59128824,,40191337,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,4,Afghanistan,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,5124,,13481,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,38,,400,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1144431,,1979879,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,5561905,,2790808,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,60,Bermuda,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,130,,1393,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,100,Bulgaria,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,13,,15,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,124,Canada,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2511,,27000,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,144,Sri Lanka,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,661,,2465,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,829219,,798469,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,15544,,11588,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1558378,,2074297,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,28,,40,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,233,Estonia,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2,,28,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,246,Finland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,4,,12,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,94811,,135171,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,990200,,1444455,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,968194,,2213617,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1209624,,965310,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,204799,,609289,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,292,Gibraltar,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,7462,,18435,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,328,Guyana,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,18000,,90601,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,113513,,282725,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1000,,4746,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,352,Iceland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1805,,6914,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,12862702,,10091544,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,49464585,,30336727,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,3352,,11570,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,92,,852,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1106,,12531,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,8830,,9331,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,442,Luxembourg,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,9,,55,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,471,,781,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,512,Oman,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,240,,3495,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,547845,,1234982,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1672336,,2555464,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,554,New Zealand,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,240,,3359,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,504060,,589430,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,24,,31,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,620,Portugal,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,3583,,6203,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,496,,801,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,642,Romania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,105762,,216168,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,703,Slovakia,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,3,,23,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,149783,,145810,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,752,Sweden,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,12620,,58640,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,231,,334,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,780,Trinidad and Tobago,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,5000,,9825,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,926,,3591,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,804,Ukraine,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,387,,3733,,,0
HS,2014,201402,February 2014,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,8523,,110473,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,17990021,,17984197,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,53332935,,43794068,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,4,Afghanistan,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,934,,4467,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,28,Antigua and Barbuda,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,5400,,4929,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,36,Australia,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,283,,3293,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,13,,175,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1158347,,2258058,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1987234,,3900370,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,92,Br. Virgin Isds,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,14100,,19533,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,124,Canada,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2376,,26327,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,144,Sri Lanka,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,5350,,15639,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1139176,,1012922,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,9677,,29259,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,21600,,15874,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1882342,,2523620,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,61,,150,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,238,Falkland Isds (Malvinas),,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,8679,,14084,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,92420,,137959,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1027650,,1414291,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1338600,,4712500,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1145890,,904917,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,550883,,1506284,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,292,Gibraltar,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,3937,,10726,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,5181,,7730,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,173060,,498151,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1005,,4798,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,11579649,,8843285,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,45517446,,27302843,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1912,,4405,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,17,,118,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1696,,14283,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,410,Rep. of Korea,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,238,,3913,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,5392,,5777,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,442,Luxembourg,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,6,,48,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,633,,1105,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,490,"Other Asia, nes",,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,561,,9185,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,615634,,1146653,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2265461,,4061277,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,389749,,520111,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,239,,397,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,696,,1603,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,634,Qatar,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,976,,3830,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,642,Romania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,145004,,270248,,,0
HS,2014,201403,March 2014,4,0,2,Exports,826,United Kingdom,,702,Singapore,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1142,,12235,,,0
HS,2014,201403,March 2014,4,0,1,Imports,826,United Kingdom,,703,Slovakia,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,4977,,21069,,,0
